id,text_ko,text_en
20532,영화 광팬도 아니고 그냥 평범한 사람인데. 오랜만에 좀비영화 보고 두근두근거리고 싶어서 라면 먹으면서 봤다가 기분만 상함. 재미없어..,"Not a film buff, just a regular person. Wanted my heart pounding with a zombie movie and some ramyeon — ended up just annoyed. Not fun.."
20567,액션이어이없음,The action is laughable.
20927,말이 필요없네 대박 재밌다,No words needed. Daebak fun.
21099,드라마 친딸찾는거 너무 슬프네요 인혜힘들게 하지말고 빨리좀찾아주세요 똑같은전개 너무 끈다 답답함,"The search for the birth daughter is heartbreaking — stop torturing In-hye and find her already. Same plot every week, dragging it out, so frustrating."
21139,이딴건 모하러 만들까. 그냥 쓰레기,Why do they even make these. Just garbage.
21145,"아름다운영상, 자연과기술, 삶과죽음에 대한 절묘한 비교, 최고의 걸작","Gorgeous images; nature and technology, life and death in exquisite contrast. An absolute masterpiece."
21199,명작. 이 영화를 이해하려면 최소한의 나이가 필요하고 휴머니즘이 뭔지 정도는 알아야한다.,A classic. Understanding this film requires a minimum age — and knowing what humanism means.
21204,5편의 시리즈중 4편이 최악..,"Of the five films in the series, the fourth is the worst.."
21219,이정도로 유치짬뽕스러울줄은..,I didn't expect THIS level of kiddie mush..
21255,다이하드 시리즈 중에서도 최고의 명작으로 손꼽히는 영화..천재감독과 천재배우의 만남..,Held up as the best of the Die Hard series.. genius director meets genius actor.
21305,"익숙한 이야기를 효율적 연출로 커버, 완성도 높은 실사합성",A familiar story carried by efficient direction; the live-action compositing is top-class.
21319,재미있네요...개인적인 차이가 있긴하겠지만요^^ 빠른전개와 액션~이정도면 굿,"Fun stuff... taste varies, of course ^^ fast pacing and action~ good enough for me."
21539,개노잼 개쓰렉 영화입니다 너무지겹지만 결말이 궁금해서 끝까지 봤지만 시간남아돌아도 안보는걸 추천합니다 ㅠㅠ 내시간 ㅠㅠ,"Mega zero-fun, mega trash. So tedious, but I needed to know the ending. Even with time to burn, skip it ㅠㅠ my hours ㅠㅠ"
21952,저 이거 보고 울었어요. 아 바디? 몸? 왜 몸이지?전혀 일치성없음,I cried at this. Wait — 'Body'? Why 'body'? The title matches nothing.
22049,시청률 기준이 되는 패널가구들 머하는거지 명작드라마 다 망치네 ㅡㅡ 내가 다 서운하다...,What are those ratings-panel households even doing — wrecking a masterpiece drama ㅡㅡ I'm offended on its behalf...
22209,이기주의적인 햔대인들에게 도저히 이해안가는 영화일것이다 아무런 감동도 없을 것,Self-absorbed modern people will find this film incomprehensible — and feel nothing.
22474,나우시카 라퓨타 센치 원령공주.. 굳이 더하자면 하울까지. 5개 이외의 지브리 작품들은 캐릭터 귀여운거 빼곤 잘 모르겠네요 ㅠㅡㅠ 그냥 가볍게 볼만한 영화,"Nausicaä, Laputa, Spirited Away, Mononoke.. maybe Howl. Beyond those five, Ghibli's films are cute characters and not much else ㅠㅡㅠ light viewing."
22506,그냥 아무생각 없이 배우들 보는맛. 스토리 자체가 너무 엉성하고. 내용도 깊이가 없다. 점수를 준다면 별 2~3개?,"Watch it for the actors and nothing else. The story is flimsy and there's no depth. Two, maybe three stars?"
22510,정말 최악으로 재미없고 지루합니다. 우리나라 정서에 안 맞음,Truly the worst kind of boring. Doesn't fit our sensibilities at all.
22734,단언컨대 한국 80년대 최고의 야구 애니메이션~!!,Hands down the best Korean baseball animation of the 80s~!!
22748,진짜찾느냐고고생한영화잼있었는데제목이기억이안나서ㅠㅠ별거다쳐봄,"Spent forever hunting this down because I forgot the title ㅠㅠ it was so good, I tried everything to find it."
22861,사소한 걸로 원한을 산거 같다.. 싸이코 스토리 ㄷㄷ;;,Holding a grudge over something so petty.. psycho story ㄷㄷ;;
23028,이렇게 느려터진 전개의 영화는 처음반지의제왕에 킹콩 찍더니 호흡이 엄청 느려진듯,"The slowest pacing I've ever seen. After Lord of the Rings and King Kong, his breathing got so heavy."
23121,안 유치하고 재밌어요ㅋㅋㅋ,"Not childish, just fun ㅋㅋㅋ"
23184,어렸을때 봣던거와는 다르게 본것같네요 명작입니다 마지막부분 너무 슬프게 봤어요 .. 최고의영화,Hit different from when I was a kid. A classic. The ending broke me .. the best film.
23301,지루한 전개 찝찝한 결말. 많은 메시지를 주려고 했으나 남는건 없네요. 결말이 허무해서 1점 줍니다. 아무것도 없으면서 여운남겨서 있어보이는척 하는 영화네요,"Tedious build-up, queasy ending. Tries to say everything, leaves you with nothing. The ending is so empty I'm giving it a 1. A film that fakes an afterglow to look deep."
23869,그냥아무내용 없는 영화 ㅎㅎ,A movie about nothing at all ㅎㅎ
23929,왜 시청률이 안나오지 엄청 재밌은데 입소문 엄청내야겠다!!! 꿀잼,Why are the ratings low?! It's SO fun — time to spread the word!!! Pure fun.
23981,인형이 웰웨웨웨ㅔㄺ 하면서 OO하는것만 좀 소름끼친다 ㅡㅡ,The only creepy thing is the doll going weh-weh-wehlk while doing ○○ ㅡㅡ
24101,"시사회에서 봤는데, 완전 웃기고 재밌습니다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ초강추!!!!",Saw it at a preview — completely hilarious ㅋㅋㅋㅋㅋㅋㅋㅋㅋ mega-recommend!!!!
24399,군인들도 자더라ㅎㅎㅎㅎ,Even the soldiers were asleep ㅎㅎㅎㅎ
24645,예견 가능한 반전에 뻔한 설정이긴 하지만 지루하진 않고 조금 유쾌하기 까지하다. 적어도 이완맥그리거 보는 재미 정도는 건진다,"Predictable twist, stock setup — but never boring, even mildly delightful. At minimum you get the pleasure of watching Ewan McGregor."
24891,"윤바리 아저씨 헐릿웃 가더니 맥을 못츄네..ㅡ,.ㅡ","Mr. Yoon went to Hollywood and lost his touch..ㅡ,.ㅡ"
24949,김민희씨 연기 진짜 잘하네요.. 공포영화보다 소름돋아요,Kim Min-hee can really act.. more goosebumps than a horror movie.
24958,맥스페인 게임을 안해봐서 게임은 잘 모르겠지만 영화는 그닥 나쁘지 않았는데..,"Never played the Max Payne games, so I can't speak to that — but the movie wasn't bad at all.."
25006,쓰레기네 원작을 망치는구나 아주,Garbage. Truly butchering the original.
25112,CG가 대박이야ㅋㅋㅋㅋ,The CG is 'daebak' ㅋㅋㅋㅋ
25169,유치찬란한 싸구려. 참고로 코미디임.,"Gaudy bargain-bin stuff. It's a comedy, by the way."
25195,진짜 18세라는게 아쉬움 ㅠ.. 그닥 야한장면도 없는데.. 최근에 본 영화중에 가장 작품성이 높았다는 생각이 듭니다,Honestly a shame it's rated 18 ㅠ.. there's barely anything racy.. the most artistically serious film I've seen lately.
25239,아이들도 거짓말을 할 수 있다. 아이라고 해서 다 순수하지 않는듯. 한 아이의 거질말로 남자의 인생 망치게된 사건. 실화라는데 저 여자아이 무섭다.,Kids can lie too — being a child doesn't make you innocent. One girl's lie destroys a man's life. And it's based on truth. That girl frightens me.
25274,"치열한 전쟁속에서맺게된 인간애, 끝까지 지켜나가려는 그 과정을아주 리얼하고 감동적으로 보여준 수작","Human bonds forged in brutal war, defended to the very end — raw, real, and moving. A fine film."
25365,운명을 믿는 이들의 이야기!여주인공 캐릭터가 매력적이었어요-_-ㅎ,A story for people who believe in fate! The heroine had real charm -_-ㅎ
25551,도저히 멀미나서 못보겠음,Motion sickness. Could not physically watch.
25842,스걸형님은 이미 클레멘타인이라는 불후의 명작을 남겼다..,"Brother Seagal already gave us Clementine, an immortal masterpiece.."
25889,3D애니는 꼭 아들과 극장가서 보는데.. 좋은 작품을 너무많이 봐서인가 이건 그닥..,"We see every 3D animation in theaters, my son and I.. maybe we've seen too many good ones, because this one didn't land.."
25985,나 이거 우는남자 영화보고 진짜울었다 더럽게 재미없어서,I genuinely cried at 'A Man Crying' — from how filthy boring it was.
26263,너무 감동적이에요ㅠㅠ 49번에서 했는데,So moving ㅠㅠ caught it on channel 49.
26274,개봉때 어땠는지 몰라도 지금보면 말이 안나온다..내 친군 왜 이게 무섭다고 울었지?,"Maybe it hit different at release, but now? Speechless.. why did my friend cry at this 'scary' thing?"
26449,재미는 있는데. 재미의 종류가 마치 중드나 대드 보는 느낌이네요.. 더빙으로.. 뭔가 전체적으로 부자연스러운... 어떤느낌인진 다들 아실꺼라생각합니다..,It IS fun. But the fun is the dubbed-Chinese-period-drama kind.. something's off about the whole thing... you know exactly the feeling I mean..
26546,헐 .. .. 솔직히 드래곤 에이지 스토리가 얼마나 긴데..이렇게 짧게 안끝날텐데,"헐 .. .. honestly, Dragon Age lore is enormous.. no way it wraps up this fast."
26578,인생이 따뜻하고 아름다워지는 드라마였습니다. 너무 아쉬워요..ㅠ,A drama that made life feel warm and beautiful. So sad it's over..ㅠ
26602,이건 1959년에 만든 명작 공포 철학 영화를 OO으로 만들어낸 쓰레기 영화다 nc님의 비교 리뷰 봐라,A trash remake that took a 1959 masterpiece of philosophical horror and turned it into ○○. Go read nc's comparison review.
26649,수작 코미디 를 만든 후 장항준에겐 과연 무슨 일이 있었던가?,"After making a genuinely fine comedy, what on earth happened to Jang Hang-jun?"
27172,평점이해안간다 당연 9점은 넘어야지... 내눈물콧물다빼고 끝날때 정말정말 아쉽고 아련하고 ㅠㅠㅠㅠ사랑스럽고 진짜 최고 이런드라마 제발 또나와라ㅠㅠ,"These ratings make no sense — it deserves a 9 minimum... I cried my eyes AND nose out, and the ending left me aching ㅠㅠㅠㅠ so lovely, truly the best. Please make dramas like this again ㅠㅠ"
27479,"연애, 조폭, 비리 경찰이 소재인 삼류 영화에 열광하는 남한의 관객들에게는 소위 '돼지 목에 진주 목걸이.'","For audiences who swoon over third-rate movies about dating, gangsters, and dirty cops, this is — as they say — pearls before swine."
27512,내 자신의 삶을 돌아보는 계기가 되었다. 이왕 살거 기쁘고 행복하게^^,It made me look back at my own life. If we're going to live anyway — live glad and happy ^^
27650,재밌다 ㅋㅋ 역시 조페시!!!,"Fun ㅋㅋ Joe Pesci delivers, as always!!!"
27678,볼까말까 망설이다 평점보고 보기로 결정햇다소름돋는 유치한대사와 눈 시린 영상을보면끝에는 눈물콧물 혹쏙 뺀다길래 꾹 참고봤다크레딧이 나오는순간 폰집어던질뻔했다,"Hesitated, then trusted the rating. They promised goosebump dialogue and eye-watering visuals, then tears and snot at the end — so I gritted through. When the credits rolled I nearly threw my phone."
27687,베르마 선생도 울고 나도 울었다ㅠㅠㅠㅠㅠ,"Teacher Verma cried, and so did I ㅠㅠㅠㅠㅠ"
27852,이영화를 영화관에서 돈주고 봤다면욕하면서 나왔을거다!!!ㅋ근데 공짜로 봐서 나름쏘쏘하다는평을주고싶다 영화보는거 좋아하는사람은무료로 보세요 무료로!☆ㅋ,"If I'd paid theater money for this, I'd have left swearing!!!ㅋ But I watched it free, so: 'meh, fine.' If you like movies — watch this one free. Free!☆ㅋ"
28482,여기저기끌어다붙이기의진수작,A masterwork of stitching together bits from everywhere.
28616,진짜 정말 죄송하지만 나만 재미없었나요ㅠㅠ...힝,I'm genuinely so sorry but — was I the only one bored? ㅠㅠ...heng
28830,잔잔하지만 지루하지 않았던 영화,"Quiet, but never boring."
28941,너무 가슴 아프다..ㅠㅠ,It hurts so much..ㅠㅠ
29179,"너무 잼나요~~^^ 권상우, 최지우씨도 멋지고 예쁘지만 이정진씨는 진짜 재발견이네요. 넘 멋있다는ㅜㅜ박하선씨는 분위기나 말투나 차라리 사극이 좋을듯..","So much fun~~^^ Kwon Sang-woo and Choi Ji-woo are great, but Lee Jung-jin is the real discovery. So cool ㅜㅜ Park Ha-sun's vibe and diction would honestly suit a period drama better.."
29234,꼭 이런 영화가 있더라. 머리짧은 정신이상 여자애가 나오는 영화는 재미없지만. 반드시 영화제에 초청을 받지.,"There's always a movie like this: short-haired troubled girl, zero fun — and an inevitable festival invitation."
29485,영화를 보던 아이들이 재미가없다고~다들나가버렸어요~~~어른들은~다들~~잠을~~숙면을 취하려면~강추~~~~,The kids watching announced it was boring and walked out~~~ the adults all slept~~ for deep sleep~~ strongly recommended~~~~
29770,미친영화.. 소름돋는 연출과 배우들의 연기력.,An unhinged film.. direction and performances that give you chills.
29872,아주 유쾌하고 신나는 영화.,"A thoroughly delightful, joyful film."
29882,그래도 이건 너무 했어ㅎㅎㅎ,"Even so, this was too much ㅎㅎㅎ"
30017,왠지 영국과 일본의 역사 드라마는 공감이 안간다. 별내용 없는 스토리인데 지루한 편,"Somehow British and Japanese historical dramas never land for me. Thin story, mostly boring."
30047,힐튼이 이 영화를 보면서 스스로 행복해 하겠군요. 다만 dvd로만 소장해 주시지요ㅋㅋ,Hilton must watch this and feel so pleased with herself. Please keep it on DVD only ㅋㅋ
30127,내인생 최악의 영화. 극장에서 이걸 보느니 광해를 두번보세요...,"Worst film of my life. Rather than seeing this in a theater, watch Masquerade twice..."
30155,남자애 때려죽이는 장면 무서웠음 ㄷㄷ,The scene where they beat the boy to death scared me ㄷㄷ
30288,대박ㅠㅠ여운쩔어..보고 계속멍때림ㅠ,Daebak ㅠㅠ the afterglow is unreal.. I've been staring into space ever since ㅠ
30390,극장에서 봤을 관객을 생각하니 눈물이 앞을가립니다..,Thinking of the people who saw this in theaters brings tears to my eyes..
30526,영화 괜찮던데.. 왜 망했지?,The movie's decent.. why did it flop?
30554,10살아들과 함께 봤는데 광팬이 됬어요 흥미진진하 소재와 스토리로 아이들과 어른들의 시선을 빼앗아가는 영화였어요,Watched it with my 10-year-old son — now he's a superfan. The premise and story grabbed kids and adults alike.
30715,공녀 죽은거 아님 약먹여서 죽은척하게함 그리고 시골에가서 둘이 행복하게 산다 끝.,"The princess isn't dead — they faked it with a potion, and the two live happily in the countryside. The end."
30825,불편함을 넘어서 답답한 영화네... 똥파리같은 수작을 기대했건만 재미도없고 감동도없고 여운도없고 기억에 남는것도없고,"Beyond uncomfortable — suffocating... I hoped for a gem like Breathless. No fun, no feeling, no afterglow, nothing to remember."
31041,진짜 개웃김 ㅋㅋㅋ 이런 코드너무 좋다 언능 2나왔음 좋겠다,"Genuinely hilarious ㅋㅋㅋ I love this register — sequel, please, quickly."
31142,영원히 잊지 못할 내 생애 최고의 시트콤! 요새 방영해주고 있는 폭스채널 완전 감사~,"The best sitcom of my life, never to be forgotten! Eternal thanks to the Fox channel for the reruns~"
31243,내가 좋아하는 스타일이 아니라 좀 지루했던 감이 있었다.,"Not my style, so it dragged a bit for me."
31263,이제훈때문에 10점 ㅠㅠ,Ten points for Lee Je-hoon ㅠㅠ
31430,감동과 유쾌 재미까지 더한 성룡의 휴먼스토리 ^^,"Heart, humor, and fun — Jackie Chan's human story ^^"
31474,제시카 알바 정말 예쁘다. 멋있는 노래들... 멋있는 댄스 다 어깨가 들썩들썩,Jessica Alba is gorgeous. Great songs... great dancing — my shoulders kept bouncing.
31493,재밌고 유쾌한 영화는 아니네요..,"Not exactly a fun, cheerful film, this one.."
31518,귀여운 상상력을 보는 재미 정도? 제발 사람 좀 많이 죽여줘 ㅠ ㅠ,"Cute imagination, and that's about the extent of it? Please, give the slasher something to do ㅠ ㅠ"
31573,영화 집중 잘 못하는데... 도저히 눈을 뗄수가없었다. 선약이 있었는데도...,I can never focus on films... could not look away from this one. Even with somewhere to be...
31583,와 진짜 소름돋게 재미없네 ㅡㅡ,"Wow, chillingly unfunny ㅡㅡ"
31666,어디서 슬픈건지...평점보고 봤는데 어디서 슬픈건디 2시간동안 봐도 안나오고...하 시간낭비 드랍게 재미앖네무슨 소극장 어린이뮤지컬 본는듯하다,"Where exactly is the 'sad' part... came for the rating, watched two hours, never found it... what a waste of time, brutally unfunny. Like a kids' musical at a community theater."
31738,인위적인 자유는 완벽할 수 없고 다른 곳에서의 자유를 희생할 수 밖에 없도록 만든다,Engineered freedom can never be complete — it survives by sacrificing freedom somewhere else.
31864,정말 최악의반전드라마인듯....긴장감땜에 떨려죽을뻔,The most brutal twist-drama ever.... I nearly shook apart from the tension.
31875,네이트톡보고왔는데 어쩜; 이런 티나는 알바댓글 별로 보기 좋지 못한듯요 ㅋ,Came over from Nate Talk and wow; these shill comments are SO obvious. Not a good look ㅋ
32730,최악중 대 최악영화 졸작졸작 배우의 연기며 성품이 꽝! 내용도!,The worst of the worst of the worst. Dud upon dud. The acting AND the attitude: zero! The story too!
32771,허접한 한국공포영화보단 재밌음~,More fun than those shoddy Korean horror flicks~
32904,이게웃기냐? 이딴영화가 웃긴영화 추천해주세요~ 하면 꼭 추천글에 올라온다는거 자체가 소름돋네 정말 쓰레기영화.,THIS is funny? The fact that this gets posted under 'recommend me a comedy' is itself chilling. Genuine trash film.
32905,올인 죨노잼.. 4보고 힐링.. 회사안 정장 칼군무 지린다....,All In was a total snooze.. watched this and healed.. that office synchronized suit-dance — I'm floored....
32955,B급이하 느낌 고어물이다..이게 뭐야 탈출하다 다시들어가질않나...허술하기 짝이없고 넘어지면서 톱으로 배썰리는거보면서 웃음이 터져서 끝날때 까지 비웃으며 봄...,Sub-B-grade gore.. what is this — they escape and then go back inside?... so flimsy; when someone fell and got saw-sliced I burst out laughing and sneered to the end...
33208,어설픈.. 그래서 시간 아까운 느낌이 드는 영화. 처연하다,Clumsy.. the kind of film that makes you mourn your own time. Just sad.
33486,감격시대 요즘 재밌게 너무 잘보고있고요 ㅋㅋ 저는 김현중♥진세연 커플 잘됐으면좋겠구요 그리고 김현중씨의 멋진 액션 기대중입니다~,"Loving Inspiring Generation ㅋㅋ rooting for the Kim Hyun-joong ♥ Jin Se-yeon couple, and waiting on those action scenes~"
33575,조던 광이라서 10점..ㅎㅎ,"A 10, because I'm a Jordan fanatic..ㅎㅎ"
33966,아.최고의 명작...앞으로 이런 영화가 나올까 싶어요,Ah. The greatest classic... will we ever get another film like this?
34538,깜깜한 터널속의 약간은 은은한 조명등을 받으면서 느끼는 아늑함이 다가왔다.,"Like the cozy hush inside a pitch-dark tunnel, lit by one soft lamp."
34571,꿀잼입니다 봐야할영화 ㅋㅋ,Pure fun. Required viewing ㅋㅋ
34718,각색에 연연하지 않고 본다면 감명깊고 여운이 남네요,"If you don't fuss over the liberties it takes, it's affecting — and it lingers."
34793,재밌다재밌다 ㅠㅠㅠ,"So fun, so fun ㅠㅠㅠ"
34815,"잘 짜여진 구성,하지만 뭔가 빠진듯한 엉성함이 아쉽다.이런 영화에선 보통 배후가 밝혀지는데 그런것이 없다는점에 끝내 아쉬움을 감추진 못하겠다.","Tightly built, yet something's missing. Films like this usually unmask a mastermind — this one never does, and I can't quite forgive that."
34830,이 영화는 작가가 개 쓰레기네 아나 짜증나 -10 점 없나,"The writer of this thing is utter garbage. Argh, so annoying. Where's the minus-ten option?"
34889,.최악의 환경속에서 이런 만화라도 만든사람들에게 경의를 보낸다.,..My respects to the people who made even this cartoon under the worst conditions imaginable.
35086,15살때 나왔었구나 ㄷㄷ...그때 쯤 하지원 권상우 많이 나올때였지 아마ㅋㅋㅋㅋㅋ달달하담,This came out when I was fifteen ㄷㄷ... peak Ha Ji-won and Kwon Sang-woo era ㅋㅋㅋㅋ sweet stuff.
35192,"철학,예술을 좋아하는 내가 이런점수를 주게될줄이야ㅡㅡ",I love philosophy and art films — and even I'm giving it this score ㅡㅡ
35204,이 정도 액션이 2008년에 개봉됬다는게 믿기지가 않을정도 입니다..ㄷㄷ..진심 2008년 개봉일땐 엄청 파격적이었던 작품,Can't believe action like this premiered in 2008..ㄷㄷ.. truly radical for its time.
35314,캐릭터가 사기성이 농후함....헐...그렇게 쉽게 이기남..,The hero is basically a cheat code....헐... nobody wins that easily..
35352,난 제목이 왜 대재앙인지 5분만에 완벽히 이해해 버렸어... 아빠가 날아오는 소행성보다 연기를 못해 어쩜....,"I understood the title 'Catastrophe' within five minutes... Dad acts worse than the incoming asteroid, how...."
35401,나를 찾아줘 여주인공 기억이나서 몰입이 안됨. 스토리두 별루..,Kept seeing the Gone Girl lead in her — couldn't sink in. Story was meh too..
35661,보는내내 어설프다는 생각을 지울수가 없더라. 몰입도도 이냥저냥,Couldn't shake the clumsiness the whole way through. Immersion: middling.
35765,음악영화? 왠지 잼날거같은데용?!ㅎㅎㅎ,"A music film? Sounds promising, right?! ㅎㅎㅎ"
35887,이런 폐륜 영화가 웃기다고? 1점도 아깝다,A depraved 'comedy'? Even one point is too generous.
35919,지금봐도 엄청나게 소름이 끼치는 결말. 한국 공포영화 희대의 명작이다.,The ending still gives me full-body chills. A landmark of Korean horror.
36011,두근두근 콩닥 콩닥 설렘 폭발~!! 또 언제 기다리냐~~ㅜㅜ,"Pit-a-pat, thump-thump, flutter overload~!! How long till the next one ㅜㅜ"
36044,그냥 포스터만 보고서 영화를 보았는데 정말 눈만즐겁네요.. 좀 아쉽고 스토리도 뭔가 하다말은것같은 느낌???,Picked it for the poster — only my eyes had any fun.. the story feels half-finished???
36367,김기덕감독님 군대안가셨죠? 이건 완전히 군대 안간 분들(이런 분들이 들은 건 또 많죠)이 느끼는 환타지같은 영화예요. 별로 공감이 안가요.,"Director Kim Ki-duk, you skipped military service, right? This is pure never-served fantasy (those guys have heard plenty of stories). Couldn't relate at all."
36427,일본침몰이 완전 표절이네..그래놓고 괴물이 표절?ㅎㅎ 어이없다,So Japan Sinks is the blatant copy.. and they accused The Host of plagiarism? ㅎㅎ unbelievable.
36588,"억지로 웃기지 않고,억지로 눈물짜지도 않고 물흐르듯 사랑을 그려낸 수작이네요~ 정말 간만에 좋은 영화였어요~","No forced laughs, no forced tears — love that flows like water. A genuinely fine film~ first one in a while~"
36669,재밌네용~~ 야하기만하고 내용은별거없는허접한영화도많은데 내용도탄탄하고 몰입해서잘봤어요 다른부분도다훌륭하지만 연기력 음악 영상미 굿굿,"Fun~~ plenty of films are all skin and no story; this one's sturdy and immersive — acting, music, visuals: good good."
36777,아바타는 만점주고 라스트사무라이 쓰레기라 하는분들은 권총자살할것,Anyone who gives Avatar a 10 and calls The Last Samurai garbage should never rate films again.
36802,개인적으로 홍자매 작품중에 최악,"Personally, the Hong sisters' weakest work."
36851,"""""""주인공의 마지막 대사 """"""""love..""""""""가 큰 감동을 주었다..""""""",The hero's final line — 'love..' — hit me square in the chest..
36946,영화관에서 보고 돈아까워서 울었다....,Saw it in a theater and cried — over the ticket money....
37010,동성애물을 처음보긴하지만. 김남길씨연기 정말좋았어요. 굿 굿 ~,"My first queer film. Kim Nam-gil's acting was superb. Good, good ~"
37207,남자와 여자의 사랑에 대한 생각과 감정을 깊에 그리고 슬프지솔직하게 표현한 영화. 오랜만에 좋은영화봤다,"A film that draws love — men's and women's thoughts and feelings about it — deep, sad, and honest. First good film in a while."
37466,마무리가 좀 어이없는 것 빼곤 아주 훌륭,Apart from a slightly absurd ending: excellent.
37579,착하지 않은 여자들. 사실을 그 누구보다 착한 여자들.,"Women who aren't 'nice.' Who are, in truth, nicer than anyone."
37584,아이들의 건전성을 망치는 영화 전혀 궁금하지 않다,A film that corrupts children's wholesomeness. I'm not even curious.
37988,인기도 물론 중요하지만 박시환과 송희진은 확실히 실력차가 있었는데 송희진이 왜 탈락해요? 송희진 탈락하고 난 침대에 누워서 울었음,"Popularity matters, sure — but Park Si-hwan and Song Hee-jin were on different levels. How does Song Hee-jin get eliminated? I lay in bed and cried after that."
38438,진짜진짜 재미없음시간낭비,"Truly, truly unfunny. A waste of time."
38499,드라마 보는 내내 도는줄 알았다.7화까지가 한계였다. 더이상은 도저히.,I thought I was losing my mind watching this. Episode 7 was my limit. Not one more.
38727,유일하게 재밌는장면 : 줄리아로버츠가 줄리아로버츠흉내내는 장면,The only fun scene: Julia Roberts doing an impression of Julia Roberts.
38789,"많은 생각을 하게 된다통렬하고 비루한 현실을 잘 보여준 영화이며,여운이 남는건비단 중국만의 문제가 아닌 자본주의 적나라한 이면을 드러낸 모습인 것 같아.씁쓸하다","It leaves you thinking. A scathing, unvarnished picture of a shabby reality — and the afterglow isn't about China alone; it's capitalism with its face uncovered. Bitter."
39101,최근에 본 영화들 중에 가장 인상깊었던 영화 배우들의 연기도 좋았고 감독의 연출도 인상적이였음!,"The most memorable film I've seen recently — strong performances, striking direction!"
39182,매년 쏟아져 나오는 쓰레기 좀비물 보다 더 재미없다.작품성이고 상업적이고 나발이고 일단은 재미부터 있어야 하는것 아닌가?이건 무슨 보면서 안잔게 용하다!,"More boring than the trash zombie flicks they churn out every year. Artistry, commerce, whatever — a movie has to be FUN first, no? Staying awake through this deserves a medal!"
39272,엄한CG+마황 목소리+영기의 연기+급전개+제트엔진=대폭소,Janky CG + Mawang's voice + Yeong-gi's acting + warp-speed plot + a jet engine = comedy gold.
39540,진짜 어이없긴한데 ㅋㅋ나름 몰입해서 봤다 그래서 1점줌,Honestly ridiculous ㅋㅋ but I was weirdly locked in. One point for that.
39619,감성적인.... 몇번을 봐도 정말 최고의 감성적인 영화...!!,Emotional.... no matter how many times I watch — the most emotionally rich film there is...!!
39790,내용도 별거 없고 임수정도 이쁘게 안나오고 슬프지도 않고 감동도 없고 ..이건 최악,"No real story, Im Soo-jung doesn't even look her best, not sad, not moving.. the worst."
39794,1에 비해 좀 별로,A step down from the first one.
39996,김재원대박죠아,"Kim Jae-won daebak, love it."
40022,단련된 주먹이~ 망치와 같다~ ㅋㅋ,'A trained fist~ is like a hammer~' ㅋㅋ
40040,걍 꿀잼이다 봐라ㅋㅋㅋ,Just pure fun. Watch it ㅋㅋㅋ
40158,평점이 왤캐 높지? 잔잔한 드라마 저예산 SF 영화입니다. 특별히 기억남는 장면도 없고 평탄한 소설같은 영화입니다.,"Why so highly rated? It's a quiet, low-budget SF drama. No scene sticks; it reads like a flat novel."
40388,시나리오에서부터 연출까지...완벽한 쓰레기 영화.,From script to direction... flawlessly garbage.
40465,유체이탈 경험자로써 긴장감제로 공감도 전혀안되고 핵노잼...ㅠㅠ,"Speaking as someone who has actually had an out-of-body experience: zero tension, zero relatability, nuclear-boring...ㅠㅠ"
40564,고등학교시절 눈물 흘리게한 영화 15년만에 다시 감상 ㄱㄱ,"The film that made teenage-me cry — rewatching after fifteen years, here we go."
40591,오래간만에 동심으로 돌아가는 느낌이었어요고전은 고전이네요언제봐도 좋은 디즈니,Took me straight back to childhood. A classic is a classic — Disney never ages.
40763,악어의눈물.... 하,Crocodile tears.... hah.
40883,개막장이라 꿀잼이네 ㅋㅋ,So gloriously trashy it's actually fun ㅋㅋ
40913,이게 한국영화의 현실이다!!,THIS is the state of Korean cinema!!
40972,뤽배송... 이딴영화나 만드는 구나...ㄷㄷ 뭔 영화가 ... 아 시간 버렸다...,"Luc Besson... reduced to making these...ㄷㄷ what even... well, that's time I'm not getting back..."
41454,빈약한 스토리 빈약한 각본 빈약한 연출 빈약한 그래픽 보고나면 정신도 빈약...,"Anemic story, anemic script, anemic direction, anemic graphics — finish it and your soul's anemic too..."
41651,최고!! 연기가 눈물날정도,The best!! Acting that brings tears.
41699,옛날CG영화특유의웅장함을기대했건만신비주의포스터에 속았다어른이보면 정말시간낭비,Hoped for that old big-CG grandeur — got baited by a mystical poster. For adults: a true waste of time.
41736,보세요..두번 보세요..명작,Watch it.. then watch it again.. a classic.
41940,로그인하기 귀찮아서 평점안남기다가 처음으로 남기는데 이건진짜 대박 꼭보셈!!,"Too lazy to log in normally — first rating ever: this is genuinely daebak, GO see it!!"
41989,한국영화의 부흥기 이전에는 졸작들 많아서 대분분 한국영화 안보던시기,Before the Korean film renaissance there were so many duds that people just skipped Korean movies.
42178,지루하다는걸 알리기위해 굳이 로그인을 합니다^^ 아나ㅎㅎㅎㅎㅎㅎㅎㅎ,Logging in purely to report the boredom ^^ ugh ㅎㅎㅎㅎㅎㅎ
42271,메리ㅠㅠㅠ 나도행복했어ㅠㅠ,Mary ㅠㅠㅠ I was happy too ㅠㅠ
42474,이게 영화냐??? 초특급 감독...배우...이렇게 망치기도 힘든영화다~~~ㅠㅠ,You call this a movie??? A-list director... A-list cast... it takes real talent to wreck THAT ~~~ㅠㅠ
42668,역시신화산^^2015년도오빠들의활약을기대하고응원합니다,Shinhwa forever ^^ rooting for the boys' 2015 ~
