id,text,label
16454,한선화 조연때는 잘하더만 주연은 아직무리인듯...진짜 요즘은 아이돌 개나 소나 주연해서 보기가 싫음,0
16455,평점 높아서 봤는데 재미없고 지루함,0
16456,어쌔신 뺨치는 최민식 스릴러 굿! 진짜 재밌다. 진짜 너무 통쾌하다,1
16457,사랑에 빠져 겁이 날때마다 보는 영화.,1
16458,이건뭐 애들도싫어하겠다.,0
16459,나쁘지는 않은데 연출이 굉장히 후지다...좋은 배우들 제대로 못써먹네.,0
16460,바로 이거지. 이게 엑스맨임.,1
16461,최고 문명진 슬펐네요,1
16462,당신의 연기를 보는 내내 행복했습니다.나누시던 행복 이제 마음껏 느끼시길 바랍니다.감사했습니다.,1
16463,캐릭터의 개인기는 좋지만 시나리오를 하루만에 썼네.,0
16464,"감독아,안녕하시냐?",0
16465,순간 순간의 웃음 포인트를 잡아낼수 있다면 7점은 그냥 줄수 있지 않을까.. 슬랩스틱 코미디를 기대하고 본다면 웃긴 장면은 두세장면 밖에 되지 않는다. 나에게는 충분히 즐거웠던 영화 1점 주는 초딩들을 위해 10점 투척하고 감,1
16466,끝을 열린결말 비스무리하게 해서 평점 대폭 깎았음. 결말 애매모호한거 짜증나거든. 여자들 시시한 농담거리로 초반잡아먹더니 동굴씬은 제법 괘찮다 결말 이상해. .대체 딸은 왜 계속 나왔던거야??복선도 아니고 결과적으로 아무것도 아니었는데,0
16467,귀엽고 재미있고 아주 독특한 뱀파이어 캐릭터가 맘에듬.,1
16468,어색하고 어설프며 어리석다,0
16469,영화해설이 맞다 네고시에이터를 그대로 베꼈다,0
16470,정말 무시무시한 연기와 연출,0
16471,박민우도 졸음운전하고 잘못한것도잇지만 멤버들끝까지 책임질려고 하다가 실수로 그런건데 그리고 박봄도오쒯이라한건데이정도면아예이부분을 편집해야더ㅣ는거아니예여?진짜 제작진들 노답...;편집좀 잘좀해주세요주말에 기분좋게 가족들이랑 같ㅇ버는건데..기분만 상하네;,0
16472,정말 꼭 보셔야하는..너무 마음 아픈..현실의 모습입니다.,1
16473,꼭 봐야할 영화...내인생최고의영화,1
16474,"음.. 막판 감정선을 따라가기가, 이해하는 게 좀 어려웠음.",0
16475,5~1로 갈수록 평점이 높아지네??,1
16476,난 참 마지막 장면이 좋더라..,1
16477,우리나라 위인분들이니 10점이죠~~,1
16478,내가원하던영화♥ 우리나라를 더많이볼수있었으면 좋앗을...,1
16479,소름끼칠 정도로 멋진 영화,1
16480,스시 장인의 모습을 볼 수 있는 다큐멘터리 영화,1
16481,이점수도아깝다~~첨엔따뜻하고잼나더니..작가가바뀌었나?억지도이런억지가~~울나라경찰들을바보로만들고~~질~~~질끌다..다죽고..어이없는드라마~~요즘드라마들하나같이해도너무하다~~가족드라마가없다~,0
16482,디빠르듀 뺑코외엔 기억나는게 없다,0
16483,마지막반전이 충격적이긴하지만 뭔가 허탈하다 그치만 반전전까지는 엄청슬펐다,1
16484,진심 시즌1은 대박 허니잼이엿는데 2는 땅콩잼이다 그리고 진짜 코우 누님 프로필좀 바꿔라 저게뭐냐 증명사진이냐,1
16485,"제작해선 안 되는 드라마. 로스트, 스몰빌 포함 최악..",0
16486,숨겨진 명작... 진짜 눈물겹게 산다 ㅠㅠ,1
16487,재밌는데 평점이 이상하다 싶을 정도로 낮다.,1
16488,좀 엉성한 구석이 너무 많은 연기력도 그렇고 스토리도 영,0
16489,진심..뭔지...,0
16490,1이 더재밋움! 좀지루 퓨ㅠㅠㅠ,0
16491,성우가 저 사람들 이었군. 더빙 안된 버전으로 봤으면 좀 더 나았으려나.,0
16492,존과 진정한 가족이 되기 위해 존의 팀원들은 카르텔에 존의 가족을 죽여달라고 의뢰하였고 이 사실을 알아챈 존은 천만달러를 숨기고 팀을 와해시킨 뒤 자신의 가족을 죽인 팀원들에게 복수한다. 라는 스토리를 예상하고 있었으나 나의 헛된 생각이었다.,0
16493,마지막장면 그림 너무좋다,1
16494,송지효를 봐서 2점 준다,0
16495,보는내내 너무 행복했던 드라마♥ - 난 지금 독고앓이 중♥,1
16496,엄마가.. 이 영화 제작하라고 준... 돈이 아닐텐데...,0
16497,참 오래전에 본영화지만 정말 좋네요,1
16498,왜 이제야 봤는지. 마음을 치유할 수 있는 영화다. 소장하고 싶은 영화.,1
16499,이상엽은 좋은데 정재민이란 캐릭터 진짜 답답함...,0
16500,다시보고싶은 영화...마음속 깊이 항상 남아 있는..ㅜㅜ 당장 보고싶네요~~,1
16501,홍콩영화 몰락의 한 이유,0
16502,나니아 연대기 파이팅ㅋㅋㅋㅋ,1
16503,사기다... 100미터 달리기를 90미터 앞에서 출발했다...,1
16504,이거뭐지? 뭔가 많이 유치하고오글,0
16505,이거 생각보다 더 잼나네요..ㅋㅋ 괜찮은 영화.ㅋㅋ 강추~,1
16506,압구정에서 봤음... 감동,1
16507,기분이정말드럽다.있을수있는 이야기지만 너무 자극적으로 풀어내면 관객은여운보다는 상처를..,0
16508,학교에서 수학시간에 보여주더라구요....진짜 감동적이었어요..,1
16509,부자연스러운 억지 슬픔유발. .,0
16510,진짜 허접한 액션영화임은 분명하다. 하ㅡ 배우들이 아깝다,0
16511,개인적으로 7.67이 아니고 8.05 정도는 되야 된다고 생각해서 평점을 더 높게 줌. 원래는 8점만 주려했건만....,1
16512,"천상의 목소리를 기대한건 아니지만 그래두 이건 너무하잖아,,,,,",0
16513,?영화 하루에 한편정도 매일 보시는분들께는 비추입니다 뻔한소재에 몰입도가 엄청 떨어짐 무엇보다 스토리진행 자체가 엉망 평 5점이 적당할듯싶네요 이거보고 대작이라는분들은 트렌센던스나 엣지오브투모로우 보면 실신하실듯,0
16514,몰입감 죽임 밤에 몰래 혼자보세요,1
16515,진심으로 재미없다 원래 개인적인 평점은 5점인데 8점대의 가치가있는 애니메이션이라곤 생각안한다. 재미라는 요소를 놓친 시점에서 이 애니메이션은 그냥 진부한 자살방지용 광고밖에 되지않는다,0
16516,재밌게 봣네용^^~.,1
16517,진짜 비추하는 영화입니다. 제조카가 왠만하면 영화끝까지다보는데 보다가 중간에 나오자고 그럴정도로 이야기를 질질끌고 매우지루합니다. 외국 흥행영화 수입하는데 망한영화 몇개 꽃아서 강제로 수입하게 만든다던데 딱 그 자투리영화같했어요,0
16518,말을하면 뭐하냐.. 베르세르크가 최고다,1
16519,축에도 못 끼는 어중간한 집착!!,0
16520,누구랑장난치냐 반개도아깝다 아예없애버리고싶다,0
16521,확실하게 신선하다!,1
16522,이순신과 최민식이라는 배우가 없었다면 흥행은 커녕 본전도 못찾을법한 영화... 최종병기 이후 내리막인것 같다..,0
16523,복수가 통쾌하다!!!,1
16524,평점좀 깎을게요. 스티치와 과학자의 성향 변화가 성인이 보기엔 너무 억지스럽네요.,0
16525,뭐든 직설적이면 민망하다. 돌려 돌려 표현할 수 있는걸 직구로만 던져대니 오그라들지. 감독이 머리 쓰기 진짜 싫었나보다,0
16526,인기 TV시리즈였던 원더우먼 캐릭터를 지맘대로 갖다쓴 김청기 최악의 애니 중 하나,0
16527,보는 사람 부끄럽게 만들다.,0
16528,그녀를 보고 작다고 하기엔 너무 많은 것을 갖고 있다.,1
16529,평이 좋아 봤는데 역시 황당하고 비논리적임.,0
16530,정말 마음따뜻해지고 힐링 제대로 되는 영화네요!! ^^,1
16531,애니도 극장판도 전부 명작인작품. 신야 존멋♥,1
16532,여자지만 홍영수 같은 대원 있으면 진심 짜증나고 난감할듯... 정철민 병장의 마음이 이해감,1
16533,도대체 무슨 생각으로 이런 영화를... 혹시 속편을 제작할 생각을한다면 그게더 공포스럽다....,0
16534,그 당시에서 보면 정말 명작 지금봐도 슈렉의 첫번째 모험은 그야 말로 대박! 이다.,1
16535,보다가 좀 지치더라구요...,1
16536,스타워즈 시리즈가 이 영화 때문에 망했다.,0
16537,영화는 그냥 저냥 머 긴장감돌게 만들라고했는데 크게 연관성없는 것들이고 계속해서 의문이 드는게 캐머런 역에 크리스대런!?글리 주인공 같은데 정보에 없네요 잘못본건가,0
16538,해리포터는 재미있다.ㅋㅋ,1
16539,이제 아무도 인간과 프레데터의 재대결을 요구하지 않을 거라는 걸 훌륭하게 입증한 영화.,0
16540,잘봤어요!!!ㅋㅋ 한번더 보려고해요!!!ㅋㅋ,1
16541,그럭저럭 볼만한 영화였다,1
16542,감동적이고주연들의연기도좋았다,1
16543,별로 기억에 남지 않는다. 크게 흥겹지도 크게 지루하지도 않은.,0
16544,아 끝까지 보지 못한게...,1
16545,"영화가 말이 안된다는 평론가,네티즌들이 있는데 cia에는 우리가 못하는 도청은 없다라는 명언이 있듯이 괜히 미국이 천조국으로 불리는게 아니다.이미 자가인식 드론도 개발단계라는 언론의 보도는 오래 됐고 중국에 대항하는 사이버부대 편성도 공식 발표할 정도",1
16546,"마법을쓴다,초월적힘을 지녔다..등등 뻔한이야기가아닌,'연금술'이란 단 하나밖에없는 장르다.주인공 생일,크리스마스같은 중간중간 작가의 사심섞인 쓸데없는 이야기없이 정말 스토리만 진국으로빼놓은 작품이다.",1
16547,여기서까지 일진 놀이하며 미친말투 쓰는 녀자 하은씨 인생이 원래 그런가요..쓰레기방송이 되가고 있네요아니 사진찍는게 나와야하는데~어째 시청률에 신청쓰느냐고 별의별우스운 꼴 다~보겠네!,0
16548,반전이 있을줄 알았다....재미도없고....,0
16549,너무 쟁있음 복수가,1
16550,영화보면서 시간을 잊어버릴정도로 몰입도 최고다,1
16551,오랜만에 즐긴 로맨틱코미디!,1
16552,풋볼 영화에 풋볼이 없다.개그와 음악만 짱이야,0
16553,좋은 딸감인것은 분명하다 물론 액기스만 ㅎㅎ,0
16554,역시 대니글로버.에어리언과 더불어 90년대 최고의 sf,1
16555,재미는 충분이 있으나 답답한 남주 때문에 혈압 오라서 보기 싫어지는 영화. 생긴것도 답돌이에 하는 짓도 답돌이,0
16556,하히카도기가호다리관다은,1
16557,"매력적인 영화, 마지막 장면이 있어서 안심했다.",1
16558,7살때인가티비에서본거같은데 ㅠㅠ어렸을때엄청울면서봤던영화,1
16559,레퍼런스급 졸작. 우리 시대에 만들어진 전설의 컬트영화. 손발 오그라 듦 주의!,0
16560,충격의도가니탕이다 증말,0
16561,"박소현 누나 이때 진짜 이뻤는데, 다시 볼수 잇는 방법이,,",1
16562,"성찬이랑 숙수는 영화의 케스팅이 더 어울리는듯,,특히 최불암은 영~",0
16563,이것때문에 잘하면 십타쿠 될뻔.. ;; 에휴.. 빠져나올수없는 네티.. !!,1
16564,파란만장한 하루를 같이 보내며 싹트는 마음이 잘 드러났다. OST도 너무 좋고 아이들도 귀엽고.. 열린결말 또한 맘에 들었다:) 비내리는 가을밤에 보면 좋을 영화!,1
16565,이거 영화관에서 봤었다......,0
16566,웃기다는 거에는 충실함!,1
16567,"시나리오 구성도 떨어지고, 배우들 연기 다 따로놀고...;;;.",0
16568,고카이쟈와 고세이쟈둘다좋지만 1시간이 조금 넘는시간안에 싸우고화해하고 협력해서 적을 무찌르기에는 살짝 촉박하지 않았나싶습니다. 사람이많아서 화려해보이긴했지만요.,1
16569,방금 실제 주인공 피아노연주 보고왔음 실감나고 음악을 많이 들을 수 있어서 좋았다,1
16570,평점 남기고싶다는 맘은 첨이네.이게뭐야.! 왜대사한마디없이.더러워죽겠네,0
16571,정말.. 쓰레기같은 영화에 올인!!!!! 완전 쓰레기 영화,0
16572,쓰레기 한국영화 대작이라 소개하는 3g영화보다 그래픽 좋다 ㅋㅋ,0
16573,소재는 괜찮은 가족영환데 전혀 내용 전개가 긴장감 없이 흘러가버리는 ㅡㅡ,0
16574,오늘 보러 같었는데 좋았어요.ㅎㅎ좀 짧아서 아쉬운점도 있지만 잔잔한 스토리가 마음을 울리네요,1
16575,영웅본색 못지않게 재밋는 주윤발의 알려지지 않은 명작.,1
16576,주성치영화의 진수를 일본에서 수입하다.,0
16577,초등학교 2학년때 주말의명화에서 봤었는데 한달동안 여운이 남던 영화~ 킹왕짱~!,1
16578,그야말로 아무것도 없는 쓰레기.,0
16579,"자기자신에 갖혀있던 두려움을 극복하는 스토리인거 같은데,,,스토리도 아기자기하고 넘 잼있었음.",1
16580,소장 가치가 있는 영화!!!!!!!!!!!!,1
16581,처음부터 끝까지 지루하지가 않다예전에 본것같은데... 지금 다시보니 대박이다.2002년에 나왔다고 생각하니 더욱더 놀랍다...진짜 최고다. 진짜 영화 본것같다.,1
16582,흑인음악도 좋아하고 양동근도 좋아하지만 이건 뭐랄까.. 감동도 재미도 없다...,0
16583,말이 안나온다.,0
16584,망했어요. 하지만 양광 역을 맡은 김갑수 님의 연기는 최고였음,0
16585,2001년 작임에도 불구하고 아직까지 회자되는 영화는 뭔가 다르긴 다르다. 볼 때마다 느끼는게 참 많아진다.,1
16586,특수효과가 용가리 수주이지만 영화 자체는 1편보다 재밌음 ㅋㅋ,1
16587,어렸을때 EBS에 전화해서 틀어달라고 했더니 틀어줬었는데,1
16588,그래도 7광구보단 평점 높네.,1
16589,배우들이 아까움... 내가 지금 왜 이걸봤지 아 내 시간... 임상수감독 영화 다신 안봐야겠음...,0
16590,이게 왜 9점대인가?!!! 지금봐도 감탄할만한 영화가 9점대인거지 그당시에 인기끌엇다고 9점대영화가 되는게 아니여! 그래서1점,0
16591,내용진행이 너무 확확 바뀌는게 아쉬웠다 좀더 자연스러운 진행을 했다면 10점짜리일텐데 신하균 원빈 조진웅 연기는 말할것도 없이 최고고,1
16592,그 옛날 이불 속에 숨어 보았던 전설의 고향은 이제 전설이 되었구나.,0
16593,난해한 구성,0
16594,빈스 본 개쩐다..................................이런개 배우빨이라는 건가,1
16595,엔딩 크레딧이랑 감독의 발전 가능성 때문에 +a점수 줍니다!,1
16596,정말 재미있게 봤었는데.....평점이 낮아 아쉽네요,1
16597,동일글자 입력불가가 뭔지 모르겠으냐 햔먀디로 잼이없다. 그게 문제다. 감동은 얼어죽을...,0
16598,""""""""""""""" 아~~~그랬냐~~~발발이 치와와 스치고 왜냐햐면~ 왜냐하면~ """"""""""""""",1
16599,몰입도 최고의♡ 여운이 남는 영화.,1
16600,"재미있는 영화지만 , 뭔가 부족한 2%의 여운",1
16601,이 영화모르던사람이 이렇게많았구나 그러니 스펀지나오지... 영화매니아는 다아는것,0
16602,"젊은시절의 강남길,강문영의 모습이 신선하다..줄거리에서 김인문의 용달차로 강남길을 친 게 아니고 승용차로 정정...",0
16603,맥라이언땜시 본 영화 -_-;,0
16604,이건뭐 공포영화도아니고 다큐도아니고,0
16605,조미때문에 본 영화 나름 괜춘하던데?,1
16606,한국드라마에서 너무 많이 사용하는 소재여서 영화로 만드니 딱 드라마수준. 뭔가 확실한 액션이 필요하다. 불필요한 부분은 드라마면 가능하나 영화장면에서는 극의 흐름을 방해할 뿐이다.,0
16607,역사의 왜곡과 스토리가 약간 실망스러웟지만 액션과 연출이 워낙 뛰어나 별9개,1
16608,돈을 많이 가진 사람들은 돈만 빼면 왠지 시체인 것 같다..,1
16609,뛰어난 영상미와 훌륭한 서사 특히 영상적 연출에서는 정말 경의를 표할 수 밖에 없다.,1
16610,아~ 이게무슨 장난이냐 임권택 할배,0
16611,슬램덩크 아류작인데 퀄러티가 민망해서 한숨이 나더라,0
16612,평 왜케 좋지.. 락땜에 봤었지만 에어로스미스만 기억나는 영화,0
16613,가슴털 괜찮습니다. 서양인들은 많이나니까요,1
16614,재밋는데왜재미없다고하는지 이해가안되네 ㅋㅋㅋ,1
16615,"뮤지컬은 일단 노래하는 장면이 좋아야 하는데, 이건 별로",0
16616,초딩도 안보는영화 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
16617,엄마가 돌아가신거 잠시 잊고 집으로 찾아간 장면..대박 ㅠㅠ,1
16618,아주 잼 있었습돠,1
16619,홧팅!!!,1
16620,정말 강츄~!!!배경두 끝내주네요~!!강츄~!!,1
16621,초딩용 영화는 기본적으로 더빙 좀 해라,0
16622,재미쩌재미쩌모솟아아아앙,1
16623,정우성의 옛모습을 볼수 있어서 좋긴하지만...별루네요...,0
16624,빈센조 나탈리의 추락...이런 졸작을 만들다니...,0
16625,야야형기: 부릉부릉 부부우우우릉,0
16626,비록 하늘나라로 가셧지만... 항상 보고싶습니다 당신은 항상 저의 가슴속에는 살아있습니다 당신의 영원한 팬입니다 부디 하늘나라에서는 고통받지마시고 행복하시길...,1
16627,굉장히 좋은 영화라고 생각한다. 아무 생각 없이 봤다가 울게 된 영화.,1
16628,우울할 때 보고싶은 영화,1
16629,쓰레기ㅇOO같은 영화,0
16630,이건 어떻게 봐도 여지가 없네요. 정말 정말 여지가 없네요. 대체 어떻게 이 영화에 10점이라는 점수를 주는 사람들이 있는지 주관적인 관점에서는 이해가 전혀 가지 않네요...대체...,0
16631,책으로본 내용과 조금 차이는 있으나 영상물이라는거에 두고 정말 잼있게 봤습니다.,1
16632,참신할 것 없는 오프닝 시퀀스를 도와주는 잭 화이트와 알리샤 키스. 무조건 부수기만 한다고 해서 액션은 아니다. 시간 지나면 지날수록 <카지노 로얄>의 에필로그 그 이상 그 이하도 아니다.,0
16633,절라 재미없네...토해,0
16634,마지막쯤 주인공이 지하실에서 겁에 질려 도망쳐 나오는 장면과 그 주인공을 바라보는 이상한 남자의 무서운 눈빛만 기억에 남음...도대체 뭘 말하고 싶은것일까?,0
16635,"80년대 액션을 좋아한다면 불만 없이 볼 테지만, 그 외의 사람들에겐 헛웃음만 유발시킨다.",0
16636,이 감독은 무슨 생각으로 찍은걸까!!!궁금 하옵니다.코믹 스릴러냐ㅋㅋㅋ,0
16637,진심으로 보지마라 2편은 12세라서 더 재미없것네 이게 왜 3편까지 제작이되냐,0
16638,"미국은 이렇게 또 하루, 테러의 위협에서 벗어난다..",0
16639,왕족으로의 부와 명예보다 강한게 사랑의 힘이라는 것일까?,1
16640,알수없다.,0
16641,영화 잘봤습니다 보면서졸앗네요,0
16642,한순간 한순간마다 감동적이고 눈물을 흘러내리는 이 영화는 예술이고 희망이고 삶이다.,1
16643,평점왜이러냐이거 9.5돼도 할말없을정도인데,1
16644,성장영화가 갖춰야할 유머와 위트가 부족해서 지루하군,0
16645,여자가 보면 재밌을수도...,0
16646,인간의 감정을 갖은 로봇을 1회용으로 치부해버리는 그저 돈벌이로만 이용하는 이기적인 인간의 모습을 비판하려하는거같다.로봇의 등장으로 사소한잘못과 사생활 침해문제를 다룬 그저그런 액션영화가아닌 탄탄한시나리오 연기등등 근래에 보기어려운 수작임은 분명하다,1
16647,이 영화를 보고 .. 잔혹한 생각이 든 1인,1
16648,부적응자들을 위한 망상,0
16649,사랑으로 연주하는 하모니,1
16650,이 사랑을 봤다면 누구도 로렌스와 프레드를 비난할수없다,1
16651,웅치기웅치기웅웅웅.,0
16652,"걍 쩝.,.,.,.,.,.,.,.,,.",0
16653,하이에르 는 악당연기가 잘어울린다 재미없다,0
16654,미안하다성지순례컬투쇼 짱이예요,0
16655,문화가 달라 이해하긴 힘들었지만 언어에 포함된 뜻 하나하나 생각해보는 좋은 영화,1
16656,우리나라 애니메이션 치고는 괜찮고 잘 만들어 졌고재미있게 잘 즐겨 봤다 자랑스럽고 한 도약을 했군,1
16657,액션을 말로 하신다. 스릴? ㅈㄸ.,0
16658,"[ 스토리 3, 비주얼 3, 연출 3, 연기 4 ] 잘 살렸다면 한국형 히어로로 성장할 수 있었을텐데.. 김수로 혼자선 역부족이다.",0
16659,힘든삶을 극복할수 있게 해주는 영화~,1
16660,평점이 왜이러지...,1
16661,의미만 있고 내용은 재미가 하나도 없다 너무 지겨웠다 나한테 기회만 있다면 이것 보다는 더욱더 재밌게 만들수 있을거 같다,0
16662,"비행씬에 모든 걸 쏟았지만, 곡예쇼보다 못했다",0
16663,꼭 DVD로 구매해서 소장하시길 부탁드려요. 엄청난 며응작 입니다,1
16664,물음표로 시작해서 물음표로 끝난영화 이거 만든 감독 머릿속좀 해부해보고 싶다 심히 낚인 기분이야 ㅡㅡ,0
16665,코믹하지만 저질영화~~,0
16666,감히 최고라고 말하고싶다!,1
16667,별 한개도 아깝다. 평점만 보고 갔다가 개 낚임.,0
16668,너므조음으아아아 이제한회도안놓질거야,1
16669,그럭저럭 볼만함. 평점조절,0
16670,이거 평점 후려친 전문가분들이 진짜 영화전문가 맞나요?,1
16671,정말 재밌고 감동적인 영화였어요^^~ 강추!,1
16672,주인공 으로 나오는 아빠가 인간쓰레기에 개양아치에 대가리는 정말 나쁘고 마누라 죽일 용기는 있고 지 잘난줄 알고 싸움은 고양이 보다 못하고 딸 유괴되고 8년을 딴 년이랑 살고 딸생각을 단시간에 까먹고 이런 아빠를 주인공으로 만든 감독 작가님 대가리가.,0
16673,"디즈니 르네상스 의 마지막작품 내용,퀄리티 다 흠잡을데가없음 색감자체가 푸른빛에다가ㅇ황금빛까지 너무이쁘고 ost중 you'll be my heart는 진짜명곡 겨울왕국이 흥했다고는하지만 타잔,인어공주,알라딘,라이언킹,미녀와야수 때 는 정말 신의한수였음",1
16674,알바좀 참신한 애들로 못쓰냐? 너무 티난다,0
16675,어제 시사회를 통해서 보고 왔어요. 정지웅군과 지웅이 아빠 정은표씨 덕분에 더 재밌었던거 같아요. 책 보기 싫어하는 아이에게 이 영화가 딱인거 같습니다. 추천합니다.,1
16676,배우의 연기력 특색있는 연출 모두 좋았다 결말의 아쉬움이 남는다...,1
16677,믿고보는 베송찡..ㅎ,1
16678,알바들아 유아인연기를평하지말고 영화를평해라ㅡㅡ에휴,0
16679,지루하고 재미도 없고 졸려서 보다 말음,0
16680,짜증스럽고 부정하고 싶지만 어쩔수 없이 나와 닮은 그녀와 함께한 여름 휴가. 처음 본 에릭로메르가 낯설지 않다.,1
16681,공포영화 대표작이지! 진짜 무섭고 재미있음. 13일의 금요일과 양대산맥이 아닐까?,1
16682,재미없음...솔직히..명탐정 코난 한화 보는게 나을듯...커메라 기술은 좋지만....텅비어버린...내용...,0
16683,극장에서 보기에는 진짜~~~~~~~돈 아깝겠다,0
16684,화려한 CG외에는 볼만한게 하니도 없는 영화. 그런 배우들이 나왔는데 시나리오 변경을 안했을까요? 전체적으로 내용의 타당성이 부족하네요..마지막까지 먼가 나올까해서 다 보긴 했지만 계속 내가 이걸 왜 보고있나 생각하게 만드는 영화 ㅎ,0
16685,각기 다른 사람들의 재밌고 멋진 사랑영화,1
16686,왜 ?마님은 바우 에게 쌀밥 을 줬을까 ? 명개남 은 3류 까지 가는구만 3류 개남 이,0
16687,보고 울엇닼ㅋㅠㅠ,1
16688,컴퓨터 전기세가 아깝다!!!,0
16689,발로 찍은 영화~,0
16690,개인적으로 정말 감동이 깊었던 영화임 OST도 다좋고 주인공들 미래모습볼수 있어서 좋았고타미코하고 짱구 둘의 사랑모습이 너무감동적이었음,1
16691,휴.한숨만,0
16692,특이한 영화이긴한데 재미는 모르겠다는...,0
16693,아무리 김지운감독이고 애국심이라고 해도 이건 쓰레기다 진짜 ㅡㅡ; 머냐 이게,0
16694,사랑하면서 사랑은줄수없다 ..으~~미 쨘한거....,1
16695,너무 막 던진다。,0
16696,7월32일의 의미를 알게되면 참 슬픈영화,1
16697,아직도 머릿속에 맴도는 !!!,1
16698,이건이건... 영화가아니야.... 무슨짓이야이게... 내 시간어쩔꺼야....,0
16699,당시 최고의 영화,1
16700,감사드립니다..._(__)_,1
16701,자기 좋아하는 영화면 다 10점 줘야됨? ㅋㅋㅋ 밑에 말하는 수준봐라..영화는 이전 만화 앤의 팬이 아니라면 좀 지루하실 수도 있음 그래도 한 번쯤 보는 걸 추천합니다 ㅋㅋ 상영관도 얼마 없는 것 같던데... 있으면 꼭 보세요ㅋ 기분 좋아짐,1
16702,진짜 유치하고 하나도 안 무섭다; 귀신들도 분장이 웃기고 할로윈 분장을 한 배우들이 연기하는거 같음;,0
16703,피안도를 접한지 4~5년 정도 된거같은데.. 보고나서 후회만 남을뿐; 만화나 보세요,0
16704,아주 슬펐다...,1
16705,영화만들지말아라~부산국제영화제욕먹는다.,0
16706,아 ㅋㅋ 진짜 쪽팔려죽겠다.그냥 나라를 위해서 좀 버로우좀 타라. 김청기,0
16707,이 배우들과 이 소재를 가지고 이 정도 찍어서 많이 아쉬움.,0
16708,난 또 내가 몰랐던 영화인줄 알았건만..,0
16709,로버트 패틴슨 인생연기했네.,1
16710,와노잼이네요 ㅋ보다가잣어요평정0없어요?ㅋㅋㅋㅋ수면유도영화인줄;,0
16711,워킹 타이틀에서 만들고 리차드 커티스가 관여해도 후진 영화는 많음. 원작이 별로라 영화로 만들어도 어쩔 수가 없음.,0
16712,할말없다. 이걸보기위해내시간을. 쓴게아까울뿐,0
16713,넘잼나^^^,1
16714,오구구 구래쪄여? 최.종.악.장. 평론하는 곳이에용~~?? 우쭈쭈,0
16715,재밌다고 추천하는 난 왜 욕먹는건지 정말 괜찮은 영화인데 십점만점,1
16716,그냥 짱이다...히스레저의 조커는 정말 최고의 조커인것같다,1
16717,삼류영화 삼류연기,0
16718,설희는 금산 서대리 현인정사 합장임,1
16719,이거 죽기전에 봐야할영화 1001가지중 최고들리스트100가지중 하나입니다.ET를 위한습작이라니당치도않은소리,1
16720,진리였음레알ㅠㅠ♥테닥존잘흐규ㅠㅠ,1
16721,성유리 연기 잘만 하는구만. 일관성 있고. 근디 이렇게 예쁜 줄은 미처 몰랐네유. 인형 같다. 장난 아니게 예쁘네유. 검은 머리가 더 잘 어울려유. 이효리 완전 뭉개줄 정도로 예뻐유. 나도 이런 예쁘고 착한 누나 있었음 좋겠어유.,1
16722,뭔 애들영화가 전투장면만 나오냐ㅜㅜ,0
16723,최고로 웃게해준 영화 웃느라 호홉곤란.... 지금 또 봐도 웃긴다.,1
16724,도대체 무슨생각으로 만든걸까.,0
16725,흠... 결국 망가지다.,0
16726,cgv에서 자꾸 이거하길래 짜증나서 남김,0
16727,역시 속편 관람은 신중하게 결정해야 한다..,0
16728,아무리 내용이 아름답고 좋아도 지겨운 내용 다 이해하는건 어려운 일이다,0
16729,볼건 특이한 설정뿐인듯,0
16730,주x 서민들 돈빨아서 잘하는짓이다,0
16731,재밌는데 나이먹어서봐두,1
16732,이건 뭐.. 말이 안나온다.. 집시!~ 집시!~ 가이리치는 이때로만 돌아와달라,1
16733,올해 최고의 영화,1
16734,노모 외엔 우려먹기일 뿐.,0
16735,OO쓰레기. 돈도 시간도 전부 빼앗기는 호구악마같은 영화,0
16736,지금이라도 보게 되서 정말 다행이다...,1
16737,장국영 역대 작품중 색정남녀와 함께 가장 최악의 작품. 저급한 각본과 전개,0
16738,"애로영화처럼 시작했다가 스릴러에서 사이코 영화로... 노튼, 왜 그랬어ㅠ",0
16739,초딩때 정말 엉엉 울면서 봤던 감동적인 영화....,1
16740,억지 눈물,0
16741,울컥 하면서 보는 드라마입니다. 감동적이에요. 이런 국회의원이 나오면 대한민국 정치는 꽤 달라질 것 같아요.,1
16742,외계인끼리 싸우는줄 알았더니 이건머 외계인vs인간ㅋㅋ 화면도 계속 어둡기만 하고;,0
16743,깨끗하게끝내주세요 말도안되는내용끄집어내서횟수만늘리지마시고 작가님 지켜볼께요,0
16744,우뢰매가 더 재밌다.,0
16745,보는내내진심오졌다개짱,1
16746,"""""""""""""""난 널 사랑해...""""""""""""""",1
16747,거북이도 난다. 그러나...곧 추락한다.,1
16748,영화 제목바꾸세요복실이의 몰카아오 ~ 이 좋은배우들로 고작 이런 영화를 찍다니,0
16749,빡빡이 빼고 연기 잘하네 ㄷㄷ 코끼리 연기쩌러,1
16750,수퍼맨 리턴즈는 어린이 영화도 어른스러운 영화가 될 수 있다는 것을 보여준 영화다.,1
16751,와..이제야 봤는데..감동적임..영상도 뛰어나고..이야기전개도 잼있어요..연기도 훌륭하고!강추!,1
16752,보다가 중간에 졸았네,0
16753,너무..재미있어어요!생각한거 보다는 아니 였지만 감동적이예요,1
